popularity,original_title,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj,movie_length,rating
0.918476,Proof,100,Mystery,88,6.1,2005,22331265.7930898,8413673.96999548,medium,m_high
0.8999440000000001,The Brothers Grimm,118,Fantasy,451,5.4,2005,98257569.4895954,117592277.535651,v_long,low
0.887848,Hostage,113,Drama,280,6.0,2005,58061291.06203361,87030218.5572148,long,medium
0.885834,The Dukes of Hazzard,104,Adventure,185,5.2,2005,55828164.4827247,123719316.98037,long,low
0.869394,Munich,164,Action,382,6.7,2005,78159430.2758145,145553974.501937,v_long,high
0.857834,The Exorcism of Emily Rose,122,Drama,323,6.2,2005,21214702.5034353,161026813.932432,v_long,m_high
0.8529690000000001,Thank You for Smoking,92,Drama,341,7.1,2005,7257661.38275421,27683521.97111829,medium,high
0.835676,Syriana,128,Thriller,245,6.0,2005,55828164.4827247,104956949.227522,v_long,medium
0.8320540000000001,Son of the Mask,94,Comedy,169,3.9,2005,93791316.3309774,0.0,medium,low
0.8267700000000001,Derailed,108,Thriller,173,6.2,2005,24564392.3723988,64179026.1848606,long,m_high
0.8265680000000001,Oliver Twist,130,Drama,143,6.6,2005,55828164.4827247,47000286.8451091,v_long,m_high
0.8248690000000001,The Skeleton Key,104,Horror,289,6.3,2005,48012221.4551432,102695705.351453,long,m_high
0.79295,Chaos,106,Action,162,6.3,2005,13398759.4758539,11488.319687255,long,m_high
0.784909,"Good Night, and Good Luck.",93,History,154,6.4,2005,7815943.02758145,60964355.6151353,medium,m_high
0.7739010000000001,A History of Violence,96,Thriller,403,6.7,2005,35730025.2689438,67820977.6114545,medium,high
0.773231,The Amityville Horror,90,Thriller,293,6.0,2005,21214702.5034353,120641460.02708998,short,medium
0.743639,Unleashed,103,Crime,279,6.5,2005,50245348.0344522,56800817.2796654,long,m_high
0.738384,Rebound,103,Family,52,5.5,2005,50245348.0344522,18768327.9676884,long,medium
0.737768,Guess Who,105,Romance,139,5.4,2005,39079715.1379072,76948950.6147406,long,low
0.726858,Two for the Money,122,Crime,78,5.9,2005,39079715.1379072,34084779.3107075,v_long,medium
0.722961,Harsh Times,120,Drama,85,6.0,2005,2233126.57930898,6662575.57877337,v_long,medium
0.7195020000000001,Flightplan,98,Drama,427,6.0,2005,61410980.9309971,249426057.43847203,medium,medium
0.709751,The Perfect Man,100,Drama,118,5.7,2005,0.0,0.0,medium,medium
0.7092350000000001,Broken Flowers,105,Drama,182,6.7,2005,11165632.8965449,51073950.7682681,long,high
0.707056,The Weather Man,101,Drama,147,5.7,2005,22331265.7930898,13937808.3180168,long,medium
0.700854,Revolver,115,Thriller,234,6.2,2005,0.0,0.0,v_long,m_high
0.699883,Wolf Creek,99,Thriller,126,5.8,2005,1116563.28965449,30998753.5803997,medium,medium
0.685198,Miss Congeniality 2: Armed and Fabulous,115,Comedy,248,5.3,2005,0.0,0.0,v_long,low
0.681346,Feast,95,Comedy,63,5.8,2005,0.0,735338.4353576291,medium,medium
0.681157,Walk the Line,136,Music,415,7.0,2005,31263772.1103258,208170812.521989,v_long,high
0.67686,The Family Stone,103,Drama,164,6.2,2005,0.0,0.0,long,m_high
0.663860999999999,Kicking & Screaming,95,Comedy,102,5.8,2005,50245348.0344522,62606187.1228318,medium,medium
0.663397999999999,MirrorMask,101,Fantasy,44,6.5,2005,4466253.15861797,968059.2555671559,long,m_high
0.661616,Cursed,97,Comedy,75,5.0,2005,39079715.1379072,21543978.1341177,medium,low
0.661473,Stay,99,Thriller,162,6.4,2005,55828164.4827247,9314518.34865202,medium,m_high
0.636922,The Longest Yard,113,Drama,443,6.2,2005,91558189.75166851,212504959.494991,long,m_high
0.6354810000000001,Are We There Yet?,95,Family,135,5.4,2005,35730025.2689438,109332384.477849,medium,low
0.6269,A Sound of Thunder,110,Science Fiction,58,4.8,2005,89325063.1723595,6687812.14224614,long,low
0.622677,London,92,Action,52,5.7,2005,0.0,0.0,medium,medium
0.613793,Three,95,Adventure,16,4.4,2005,10049069.6068904,0.0,medium,low
0.608364,The Fog,100,Thriller,85,4.2,2005,20098139.2137808,51586822.9006684,medium,low
0.600522,The Wedding Date,88,Romance,133,6.2,2005,16748449.344817402,52673915.6188557,short,m_high
0.592368999999999,BloodRayne,95,Adventure,62,3.8,2005,27914082.2413623,2685803.66820071,medium,low
0.571693,Sahara,124,Adventure,243,5.6,2005,145153227.655084,133171929.64356,v_long,medium
0.564298,The Matador,96,Comedy,70,6.0,2005,11165632.8965449,19313467.6625964,medium,medium
0.561685,Capote,114,Drama,202,6.7,2005,7815943.02758145,54806319.2569315,v_long,high
0.558258,Valiant,76,Family,138,5.3,2005,39079715.1379072,21748538.111598894,short,low
0.55197,The Constant Gardener,129,Mystery,206,6.7,2005,27914082.2413623,92079256.3420515,v_long,high
0.548181,Imagine Me & You,93,Comedy,97,6.7,2005,0.0,2742090.74019548,medium,high
0.5481659999999989,Hard Candy,103,Thriller,353,6.8,2005,1060735.12517176,7840740.78168139,long,high
0.538043,The Great Raid,132,Adventure,53,6.5,2005,89325063.1723595,11351542.9173989,v_long,m_high
0.5347810000000001,Domino,127,Crime,277,6.1,2005,55828164.4827247,25618988.6326041,v_long,m_high
0.527458,The Batman vs Dracula,83,Animation,28,6.0,2005,0.0,0.0,short,medium
0.516803,The Sandlot 2,97,Family,20,5.1,2005,0.0,0.0,medium,low
0.511084,Beauty Shop,105,Romance,73,5.1,2005,27914082.2413623,40588582.9393818,long,low
0.510683,The Man,83,Comedy,77,5.2,2005,0.0,13825690.848412698,short,low
0.5091289999999989,The Adventures of Sharkboy and Lavagirl,92,Fantasy,148,4.3,2005,55828164.4827247,77518484.984401,medium,low
0.5062409999999989,Tarzan II,72,Animation,119,5.9,2005,0.0,0.0,short,medium
0.500883,The Greatest Game Ever Played,120,Family,64,7.0,2005,27914082.2413623,17229885.7543607,v_long,high
0.499629,Edison,99,Thriller,50,5.6,2005,0.0,0.0,medium,medium
0.498926,Urban Legends: Bloody Mary,93,Thriller,27,5.0,2005,3907971.51379072,0.0,medium,low
0.484314,The Three Burials of Melquiades Estrada,121,Crime,75,6.7,2005,16748449.344817402,13439122.1222116,v_long,high
0.481416,7 Seconds,96,Crime,26,4.3,2005,14515322.765508402,0.0,medium,low
0.479833,Santa's Slay,78,Fantasy,25,4.4,2005,0.0,0.0,short,low
0.466529,Cry_Wolf,90,Thriller,62,5.4,2005,1116563.28965449,11218863.9348159,short,low
0.463596,White Noise,101,Horror,125,5.5,2005,11165632.8965449,101826573.603349,long,medium
0.45648,Brick,110,Mystery,177,6.8,2005,530367.562585884,4376095.13923153,long,high
0.453059,Dominion: Prequel to the Exorcist,117,Thriller,38,4.6,2005,33496898.689634804,280810.084531656,v_long,low
0.452035,Tom and Jerry: The Fast and the Furry,75,Animation,13,7.0,2005,0.0,0.0,short,high
0.4496270000000001,The New World,135,History,157,6.1,2005,33496898.689634804,34095391.12821229,v_long,m_high
0.446519,Love Wrecked,87,Romance,75,5.0,2005,0.0,0.0,short,low
0.444301,Sky High,100,Comedy,292,5.8,2005,39079715.1379072,96437364.76325,medium,medium
0.4430939999999989,The Quiet,96,Thriller,34,5.6,2005,1004906.96068904,425879.569940017,medium,medium
0.4419270000000001,Red Eye,85,Thriller,225,6.1,2005,29030645.531016804,64639862.0017099,short,m_high
0.439824,FrÃ¡giles,101,Thriller,54,5.8,2005,0.0,0.0,long,medium
0.437792,The Muppets' Wizard of Oz,88,Adventure,21,4.5,2005,0.0,0.0,short,low
0.429125,An American Haunting,83,Thriller,72,5.6,2005,0.0,0.0,short,medium
0.426203,Neverwas,108,Fantasy,11,6.3,2005,0.0,0.0,long,m_high
0.425202,Romance & Cigarettes,105,Music,17,5.8,2005,0.0,3288549.09634858,long,medium
0.423386,Beowulf & Grendel,103,Fantasy,30,6.0,2005,0.0,102808.68145822699,long,medium
0.42232,Everything is Illuminated,106,Drama,130,7.4,2005,7815943.02758145,3012409.59605754,long,high
0.41704,The Madagascar Penguins in a Christmas Caper,11,Comedy,34,6.3,2005,0.0,0.0,short,m_high
0.411236,Barbie and the Magic of Pegasus 3-D,85,Family,50,6.2,2005,0.0,0.0,short,m_high
0.405822,"Yours, Mine & Ours",90,Family,144,5.7,2005,50245348.0344522,80424660.2828277,short,medium
0.401154,Pooh's Heffalump Movie,68,Family,48,6.4,2005,0.0,0.0,short,m_high
0.394709,Trust the Man,103,Drama,15,4.6,2005,10049069.6068904,0.0,long,low
0.393751,Wild Things: Diamonds in the Rough,87,Drama,12,5.7,2005,0.0,0.0,short,medium
0.390848,The Producers,134,Music,84,5.9,2005,50245348.0344522,42494539.726372704,v_long,medium
0.430394,Dear Wendy,105,Crime,15,5.5,2005,0.0,0.0,long,medium
0.371866,The Devil's Rejects,107,Horror,132,6.6,2005,0.0,0.0,long,m_high
0.370396,Alone in the Dark,96,Fantasy,74,3.5,2005,22331265.7930898,11660056.0537102,medium,low
0.369596,Boogeyman,89,Horror,91,4.5,2005,22331265.7930898,75025079.68633051,short,low
0.367248,Les PoupÃ©es Russes,129,Drama,106,6.7,2005,14515322.765508402,26493033.2591823,v_long,high
0.261343,The Aristocrats,89,Documentary,18,5.8,2005,0.0,0.0,short,medium
0.36373,Tideland,120,Drama,66,6.0,2005,13398759.4758539,0.0,v_long,medium
0.351378,The Best Man,96,Romance,12,5.8,2005,12282196.1861994,0.0,medium,medium
0.347958,Hellraiser: Deader,88,Thriller,27,4.6,2005,4466253.15861797,0.0,short,low
0.612001,Twitches,86,Drama,44,5.0,2005,0.0,0.0,short,low
0.340545,Shadowboxer,93,Crime,11,5.5,2005,0.0,0.0,medium,medium
0.340262,The Crow IV: Wicked Prayer,99,Horror,23,3.4,2005,0.0,0.0,medium,low
0.336382,8MM 2,106,Mystery,11,4.6,2005,0.0,0.0,long,low
0.333513,Hellraiser: Hellworld,91,Thriller,21,4.5,2005,5582816.44827246,0.0,short,low
0.332997,The Cave,97,Adventure,111,5.2,2005,33496898.689634804,16757371.802065,medium,low
0.330618,Rent,135,Drama,89,6.5,2005,44662531.5861797,35362251.6525974,v_long,m_high
0.32793,Kirikou et les bÃªtes sauvages,75,Animation,28,6.0,2005,0.0,0.0,short,medium
0.32702600000000004,A Little Trip to Heaven,98,Mystery,12,5.1,2005,13398759.4758539,0.0,medium,low
0.327022,All About Anna,91,Drama,34,2.5,2005,0.0,0.0,short,low
0.326577,The Squid and the Whale,81,Drama,118,6.7,2005,1674844.93448174,12391765.6583765,short,high
0.476555,Where the Truth Lies,107,Mystery,29,5.8,2005,27914082.2413623,0.0,long,medium
0.317918,AntikÃ¶rper,127,Crime,10,6.1,2005,2121470.25034353,0.0,v_long,m_high
0.317018,The Big White,100,Crime,40,6.2,2005,20098139.2137808,0.0,medium,m_high
0.356717,Paradise Now,90,Crime,26,6.3,2005,0.0,3748386.70561686,short,m_high
0.31008,2001 Maniacs,87,Horror,27,4.3,2005,3349689.86896348,0.0,short,low
0.301564,Submerged,96,Thriller,17,4.7,2005,16748449.344817402,0.0,medium,low
0.300101,School Of Life,111,Drama,16,5.6,2005,0.0,0.0,long,medium
0.297727,Pretty Persuasion,105,Drama,27,5.0,2005,0.0,0.0,long,low
0.46379,Roll Bounce,112,Drama,17,5.8,2005,0.0,0.0,long,medium
0.287286,Man-Thing,97,Horror,15,3.9,2005,8374224.672408701,159668.550420592,medium,low
0.285062,Tau man ji D,107,Crime,33,6.0,2005,1729556.53567481,7923133.10338828,long,medium
0.281544,Loverboy,84,Romance,10,4.5,2005,0.0,0.0,short,low
0.28107,Supercross,80,Adventure,12,4.8,2005,0.0,3464193.43431755,short,low
0.28021,Underclassman,95,Comedy,18,5.5,2005,0.0,0.0,medium,medium
0.280055,Reeker,90,Mystery,21,4.7,2005,0.0,0.0,short,low
0.279849,The Magic Roundabout,85,Family,20,5.4,2005,22331265.7930898,0.0,short,low
0.278997,Tamara,98,Horror,31,4.9,2005,5303675.62585884,230984.56429411398,medium,low
0.265732,House of Fury,102,Comedy,18,6.4,2005,0.0,0.0,long,m_high
0.376497,The Marksman,95,Adventure,16,4.1,2005,0.0,0.0,medium,low
0.270403,Shopgirl,104,Drama,31,5.8,2005,11483320.8334073,12938964.2959906,long,medium
0.27005300000000004,Nomad,112,History,11,3.9,2005,27914082.2413623,0.0,long,low
0.268115,The Gravedancers,95,Thriller,18,5.9,2005,0.0,0.0,medium,medium
0.265008,Babam ve oÄŸlum,108,Drama,12,8.2,2005,0.0,0.0,long,high
0.263334,Lemming,130,Thriller,10,6.3,2005,0.0,886109.092922965,v_long,m_high
0.198398,Diary of a Mad Black Woman,116,Drama,63,6.5,2005,0.0,0.0,v_long,m_high
0.259903,Family Guy Presents Stewie Griffin: The Untold Story,88,Animation,62,6.9,2005,0.0,0.0,short,high
0.401768,Conversations with Other Women,84,Romance,14,6.3,2005,502453.4803445221,1087002.27656089,short,m_high
0.252383,Down in the Valley,112,Romance,33,5.8,2005,8932506.31723595,952285.565974207,long,medium
0.242227,Bad News Bears,113,Family,34,5.5,2005,33496898.689634804,38245471.526352,long,medium
0.234355,Cake,95,Comedy,20,5.2,2005,0.0,0.0,medium,low
0.229908,Confessions of a Sociopathic Social Climber,96,Romance,10,4.3,2005,0.0,0.0,medium,low
0.225647,The Triangle,240,Adventure,32,5.4,2005,0.0,0.0,v_long,low
0.216467,Into the Sun,97,Adventure,19,4.4,2005,16748449.344817402,0.0,medium,low
0.213659,Dreamer: Inspired By a True Story,106,Family,39,5.9,2005,0.0,0.0,long,medium
0.213164,The Long Weekend,85,Romance,17,5.4,2005,0.0,0.0,short,low
0.132143,Odd Girl Out,120,Family,13,5.2,2005,0.0,0.0,v_long,low
0.204153,Star Wreck: In the Pirkinning,103,Action,13,7.1,2005,18309.4048237543,0.0,long,high
0.204002,Edmond,82,Thriller,16,5.8,2005,11.1656328965449,0.0,short,medium
0.217455,The Business,96,Action,21,6.7,2005,0.0,0.0,medium,high
0.198611,Because of Winn-Dixie,106,Drama,35,6.1,2005,15631886.0551629,36450818.2343271,long,m_high
0.224181,Saint-Jacques... La Mecque,103,Drama,13,5.3,2005,0.0,0.0,long,low
0.191177,The Proposition,104,Adventure,103,7.0,2005,2233126.57930898,5637185.26453561,long,high
0.260956,Venom,85,Thriller,22,4.2,2005,0.0,0.0,short,low
0.18868,La tigre e la neve,114,Drama,47,6.2,2005,39079715.1379072,0.0,v_long,m_high
0.187631,Stuart Little 3: Call of the Wild,72,Animation,31,4.6,2005,0.0,0.0,short,low
0.187113,Archangel,133,Drama,11,4.5,2005,0.0,0.0,v_long,low
0.183927,The Lost City,144,Romance,13,6.4,2005,10719007.5806831,4897510.09736096,v_long,m_high
0.182135,Carlito's Way: Rise to Power,100,Adventure,10,3.7,2005,10049069.6068904,0.0,medium,low
0.180244,House Of 9,86,Foreign,16,4.7,2005,6699379.73792696,0.0,short,low
0.177398,Dark Water,105,Horror,113,5.2,2005,33496898.689634804,28442320.517754804,long,low
0.270637,Elizabeth I,223,History,11,6.7,2005,0.0,0.0,v_long,high
0.175572,Me and You and Everyone We Know,90,Drama,48,6.7,2005,0.0,0.0,short,high
0.172726,The Ice Harvest,88,Adventure,39,5.8,2005,0.0,0.0,short,medium
0.168435,The Call of Cthulhu,47,Thriller,14,6.1,2005,55828.1644827247,0.0,short,m_high
0.168133,The Secret Life of Words,112,Romance,24,6.4,2005,5582816.44827246,0.0,long,m_high
0.229031,Lassie,100,Drama,18,6.8,2005,0.0,0.0,medium,high
0.164823,The Chumscrubber,108,Drama,24,7.0,2005,0.0,0.0,long,high
0.280197,Dead & Breakfast,88,Horror,16,5.5,2005,0.0,0.0,short,medium
0.16350499999999898,The Notorious Bettie Page,91,Comedy,17,6.7,2005,0.0,1575222.92465218,short,high
0.161462,Millions,98,Crime,37,6.6,2005,0.0,7351630.23264824,medium,m_high
0.156031,Dirty,97,Drama,17,5.7,2005,3349689.86896348,0.0,medium,medium
0.155495,Death Tunnel,97,Comedy,14,4.3,2005,1674844.93448174,0.0,medium,low
0.155342,Happy Endings,128,Drama,18,5.2,2005,0.0,0.0,v_long,low
0.15359,Man with the Screaming Brain,90,Horror,13,4.9,2005,0.0,0.0,short,low
0.249669,The Truth About Love,94,Foreign,12,4.0,2005,0.0,0.0,medium,low
0.15144200000000002,Dave Chappelle's Block Party,100,Documentary,15,7.0,2005,3349689.86896348,13084552.983328698,medium,high
0.147694,Mortuary,94,Mystery,17,4.2,2005,0.0,0.0,medium,low
0.138467,Dungeons & Dragons: Wrath of the Dragon God,105,Adventure,12,5.1,2005,0.0,0.0,long,low
0.132458,Kim Possible Movie: So the Drama,71,Adventure,25,6.3,2005,0.0,0.0,short,m_high
0.1311,The Upside of Anger,118,Drama,28,5.9,2005,0.0,0.0,v_long,medium
0.130215,Reefer Madness: The Movie Musical,109,Music,16,6.6,2005,0.0,0.0,long,m_high
0.124631,Man of the House,100,Action,64,5.5,2005,44662531.5861797,0.0,medium,medium
0.11769,Water,115,Foreign,17,6.3,2005,0.0,11637254.714772198,v_long,m_high
0.115222,Isolation,95,Science Fiction,19,5.5,2005,5582816.44827246,0.0,medium,medium
0.259042,Return of the Living Dead: Rave to the Grave,86,Horror,12,4.9,2005,0.0,0.0,short,low
0.107123,Aliens of the Deep,47,Documentary,12,6.5,2005,0.0,0.0,short,m_high
0.35989,Don't Come Knocking,123,Music,11,6.0,2005,12282196.1861994,0.0,v_long,medium
0.092869,Stone Cold,87,Drama,16,6.1,2005,0.0,0.0,short,m_high
0.145446,The Poseidon Adventure,173,Drama,13,3.9,2005,0.0,0.0,v_long,low
0.078796,Ellie Parker,95,Drama,10,5.2,2005,0.0,0.0,medium,low
0.0786419999999999,Feed,101,Thriller,11,5.6,2005,0.0,0.0,long,medium
0.04264,Return of the Living Dead: Necropolis,88,Horror,12,4.4,2005,0.0,0.0,short,low
0.075624,Tsotsi,94,Drama,42,6.8,2005,3349689.86896348,11031612.921451,medium,high
0.073547,Alien Apocalypse,88,Horror,12,3.0,2005,0.0,0.0,short,low
0.063725,La Moustache,87,Thriller,10,5.4,2005,0.0,0.0,short,low
0.062064,Duma,100,Drama,22,7.0,2005,13398759.4758539,0.0,medium,high
0.16378199999999898,George Carlin: Life Is Worth Losing,74,Comedy,14,7.2,2005,0.0,0.0,short,high
0.028809,Metal: A Headbanger's Journey,91,Music,24,8.0,2005,0.0,0.0,short,high
0.188153,Bubble,73,Crime,15,6.6,2005,1786501.26344719,0.0,short,m_high
0.000973,Mon petit doigt m'a dit...,105,Mystery,13,5.7,2005,0.0,0.0,long,medium
0.001983,Paheli,141,Thriller,13,6.2,2005,0.0,0.0,v_long,m_high
5.838503,Underworld: Evolution,106,Action,1015,6.3,2006,54083457.9145786,120433910.501179,long,m_high
4.205992,Pirates of the Caribbean: Dead Man's Chest,151,Fantasy,3181,6.8,2006,216333831.658314,1152691351.87119,v_long,high
3.941265,Cars,117,Adventure,2336,6.4,2006,129800298.994988,499712923.92372,v_long,m_high
3.78958,Casino Royale,144,Action,2738,7.1,2006,162250373.74373502,647969539.331167,v_long,high
3.655536,The Da Vinci Code,149,Mystery,1585,6.4,2006,135208644.786446,820164661.414297,v_long,m_high
3.206696,Step Up,104,Drama,619,6.7,2006,12980029.8994988,123521044.035724,long,high
3.145562,Ice Age: The Meltdown,91,Family,1775,6.4,2006,86533532.66332579,714919257.183175,short,m_high
3.098051,Mission: Impossible III,126,Action,1363,6.3,2006,162250373.74373502,430342087.606332,v_long,m_high
3.03143,The Devil Wears Prada,109,Drama,1773,7.0,2006,37858420.540205,353220246.986172,long,high
2.81975,The Departed,151,Thriller,2635,7.7,2006,97350224.24624152,313518943.434219,v_long,high
2.606305,The Holiday,136,Romance,748,6.7,2006,91941878.45478372,210026294.295568,v_long,high
2.5820950000000003,The Prestige,130,Mystery,2519,7.8,2006,43266766.33166289,118633483.003894,v_long,high
2.313345,Night at the Museum,108,Adventure,1572,6.2,2006,118983607.412073,621398207.739104,long,m_high
2.108369,Children of Men,109,Action,1211,7.3,2006,82206856.0301595,75673304.978458,long,high
1.957331,Superman Returns,154,Fantasy,834,5.3,2006,292050672.73872405,423020463.774305,v_long,low
1.888746,Click,107,Drama,1273,5.9,2006,89237705.5590547,257092530.630977,long,medium
1.852503,Brother Bear 2,75,Comedy,172,6.4,2006,0.0,0.0,short,m_high
1.76935,The Break-Up,106,Comedy,520,5.5,2006,56246796.2311617,221741837.805656,long,medium
1.747256,Inside Man,129,Drama,990,7.2,2006,48675112.1231207,199434107.473133,v_long,high
1.615244,Over the Hedge,83,Animation,617,6.2,2006,86533532.66332579,167679639.016715,short,m_high
1.6128,Perfume: The Story of a Murderer,147,Fantasy,647,7.0,2006,54083457.9145786,142975378.722118,v_long,high
1.60314,Blood Diamond,143,Thriller,1394,7.2,2006,108166915.829157,184833371.570338,v_long,high
1.5681200000000002,Alpha Dog,122,Drama,265,6.5,2006,0.0,16559599.8083714,v_long,m_high
1.526073,Crank,88,Thriller,732,6.5,2006,12980029.8994988,46437182.983051,short,m_high
1.5203870000000002,Lucky Number Slevin,110,Thriller,787,7.3,2006,29205067.2738724,60907579.91561031,long,high
1.51114,Eight Below,120,Drama,328,6.6,2006,43266766.33166289,130293533.641154,v_long,m_high
1.498538,Final Destination 3,93,Mystery,535,5.8,2006,27041728.9572893,127333182.548652,medium,medium
1.498352,Silent Hill,125,Mystery,580,6.3,2006,54083457.9145786,105578971.529494,v_long,m_high
1.470711,She's the Man,105,Drama,395,6.3,2006,21633383.1658314,36656858.09073921,long,m_high
1.432839,The Fountain,96,Adventure,371,6.7,2006,37858420.540205,16554827.4840451,medium,high
1.411147,Happy Feet,108,Animation,876,5.8,2006,108166915.829157,415723973.606839,long,medium
1.390297,Flushed Away,85,Animation,488,6.0,2006,161168704.585444,69723654.0817705,short,medium
1.363623,The Wild,94,Animation,137,5.2,2006,86533532.66332579,40437169.5703534,medium,low
1.35007,DÃ©jÃ  Vu,126,Thriller,862,6.5,2006,81125186.87186791,195303533.131688,v_long,m_high
1.296272,Eragon,104,Action,536,4.8,2006,108166915.829157,269647254.707451,long,low
1.259442,The Lake House,99,Drama,389,6.3,2006,43266766.33166289,124208189.511897,medium,m_high
1.235478,Monster House,91,Comedy,501,6.3,2006,81125186.87186791,151622980.75353602,short,m_high
1.223392,High School Musical,98,Drama,524,6.0,2006,4543010.464824599,0.0,medium,medium
1.21726,Apocalypto,139,Action,667,7.1,2006,43266766.33166289,129989904.781745,v_long,high
1.211868,The Ant Bully,88,Adventure,228,5.5,2006,54083457.9145786,59687725.35900871,short,medium
1.20839,The Hills Have Eyes,107,Thriller,359,6.0,2006,16225037.3743735,75309823.03784399,long,medium
1.207359,Garfield 2,78,Comedy,260,5.2,2006,0.0,153274968.62888998,short,low
1.194602,Just My Luck,103,Drama,271,5.7,2006,30286736.432164,41276392.3218363,long,medium
1.18228,The Good Shepherd,167,Thriller,174,5.9,2006,91941878.45478372,64801247.0780059,v_long,medium
1.1334,Ultraviolet,88,Action,256,5.0,2006,32450074.7487471,33607688.9803115,short,low
1.117768,Penelope,103,Comedy,220,6.4,2006,16225037.3743735,0.0,long,m_high
1.114239,Miami Vice,134,Adventure,283,5.7,2006,146025336.36936203,177171468.68281102,v_long,medium
1.103135,Flags of Our Fathers,132,Drama,308,6.7,2006,97350224.24624152,71282266.867035,v_long,high
1.102933,Shortbus,101,Drama,78,6.5,2006,2163338.31658314,5602004.59255091,long,m_high
1.099328,Bordertown,112,Drama,33,6.1,2006,22715052.32412301,0.0,long,m_high
1.057194,Curious George,86,Animation,68,5.8,2006,54083457.9145786,75538165.5604977,short,medium
1.0389540000000002,The Wicker Man,102,Thriller,179,4.0,2006,43266766.33166289,41920167.1914384,long,low
1.027989,Smokin' Aces,109,Comedy,306,6.3,2006,18388375.690956693,61767522.0398203,long,m_high
0.987722,RV,99,Family,251,5.7,2006,54083457.9145786,94676525.21570908,medium,medium
0.965931,The Illusionist,110,Drama,967,7.0,2006,43266766.33166289,94013293.28128771,long,high
0.956715,The Pink Panther,93,Comedy,307,5.6,2006,0.0,0.0,medium,medium
0.92958,The Contract,96,Action,90,5.4,2006,27041728.9572893,6002398.49319159,medium,low
0.928134,All the King's Men,125,Thriller,51,5.4,2006,59491803.7060365,10222743.803090302,v_long,low
0.921035,Slither,95,Horror,133,6.1,2006,16765871.9535193,0.0,medium,m_high
0.920528,Big Momma's House 2,99,Crime,231,5.6,2006,43266766.33166289,149550563.219722,medium,medium
0.916551,Basic Instinct 2,114,Mystery,101,4.5,2006,75716841.0804101,41784314.9535028,v_long,low
0.912863,Undisputed II: Last Man Standing,93,Crime,67,7.1,2006,0.0,0.0,medium,high
0.883222,Marie Antoinette,123,History,363,6.5,2006,43266766.33166289,65413228.44603829,v_long,m_high
0.8756299999999989,Freedomland,113,Thriller,44,5.3,2006,40741068.847052,15852540.8029944,long,low
0.866667,Deck the Halls,93,Family,63,5.1,2006,0.0,51088391.7321103,medium,low
0.854533,The Fall,117,Fantasy,242,7.7,2006,0.0,3969147.11793038,v_long,high
0.849096,Saw III,108,Thriller,538,6.0,2006,10816691.5829157,177260496.544553,long,medium
0.848086,Idiocracy,84,Comedy,326,6.1,2006,32450074.7487471,535753.97910929,short,m_high
0.840205,Nacho Libre,92,Family,214,5.5,2006,34613413.0653303,86747695.58498341,medium,medium
0.826011,Poseidon,99,Action,313,5.3,2006,173067065.326651,196512046.3871649,medium,low
0.793804,American Dreamz,107,Drama,43,4.6,2006,18388375.690956693,7911357.42881183,long,low
0.7930590000000001,The Butterfly Effect 2,95,Science Fiction,146,4.4,2006,0.0,0.0,medium,low
0.79178,Ultimate Avengers 2,73,Action,39,6.3,2006,0.0,8545186.35050342,short,m_high
0.788266,Fur: An Imaginary Portrait of Diane Arbus,122,Mystery,33,6.3,2006,18172041.8592984,2467383.61861816,v_long,m_high
0.780687,"You, Me and Dupree",108,Romance,242,5.3,2006,58410134.5477449,141083588.03937802,long,low
0.7785890000000001,Little Miss Sunshine,102,Drama,952,7.3,2006,8653353.26633258,108732824.581061,long,high
0.773044,Little Man,98,Crime,143,5.6,2006,69226826.1306606,109892309.0186,medium,medium
0.76252,The Fox and the Hound 2,69,Animation,59,5.6,2006,25960059.7989977,0.0,short,medium
0.751428,Leroy & Stitch,73,Comedy,34,6.6,2006,0.0,0.0,short,m_high
0.750786,The Nativity Story,101,History,16,6.5,2006,37858420.540205,0.0,long,m_high
0.743703,Employee of the Month,103,Romance,82,5.4,2006,12980029.8994988,41502465.5025959,long,low
0.7277520000000001,The Omen,110,Horror,154,5.2,2006,27041728.9572893,128922344.915954,long,low
0.723825,Letters from Iwo Jima,141,Adventure,292,6.9,2006,20551714.0075398,74281712.72792521,v_long,high
0.720101,Shark Bait,77,Family,25,4.9,2006,0.0,0.0,short,low
0.7154510000000001,A Scanner Darkly,100,Science Fiction,282,6.7,2006,9194187.84547836,5928624.32991947,medium,high
0.713697,Stranger Than Fiction,113,Drama,378,6.9,2006,32450074.7487471,58035037.64370921,long,high
0.711674,World Trade Center,128,History,240,5.9,2006,68145156.972369,176253548.010047,v_long,medium
0.709677,The Santa Clause 3: The Escape Clause,98,Family,143,5.1,2006,0.0,91401175.8392752,medium,low
0.70435,A Good Year,118,Drama,199,6.4,2006,37858420.540205,45499445.0496383,v_long,m_high
0.704242,Open Water 2: Adrift,94,Horror,67,5.0,2006,1298002.98994988,0.0,medium,low
0.703833,The Painted Veil,125,Romance,159,6.9,2006,20984381.670856506,0.0,v_long,high
0.702198,Snow Cake,112,Drama,23,7.4,2006,12980029.8994988,1494504.41759092,long,high
0.685491,Open Season,83,Animation,395,6.1,2006,91941878.45478372,213423089.1584189,short,m_high
0.682902,Bo bui gai wak,126,Action,61,6.4,2006,0.0,0.0,v_long,m_high
